timestamp,model_label,model_name,endpoint_port,version,parse_ok,parse_error,confidence,raw_response,gt_target_240,gt_target_1440,ml_Multi-XGB_+240m,ml_Multi-XGB_+1440m,pred_target_240,err2_target_240,pred_target_1440,err2_target_1440
2025-02-01 20:01:00,qwen2.5-7b,Qwen2.5-7B,8000,verbose_zeroshot,True,,0.95,"{
  ""target_240"": 5.5844,
  ""target_1440"": 5.5844,
  ""confidence"": 0.95
}",5.606483828055552,5.576771478055555,5.60649417637633,5.635816406866255,5.5844,0.00048769546158720434,5.5844,5.819434705687163e-05
2025-02-05 00:30:00,qwen2.5-7b,Qwen2.5-7B,8000,verbose_zeroshot,True,,0.95,"{
  ""target_240"": 5.6007,
  ""target_1440"": 5.5997,
  ""confidence"": 0.95
}",5.609507536388886,5.633237611388886,5.5895106324562605,5.557555299029666,5.6007,7.757269724155466e-05,5.5997,0.0011247713776718839
2025-02-10 05:58:00,qwen2.5-7b,Qwen2.5-7B,8000,verbose_zeroshot,True,,0.95,"{
  ""target_240"": 5.8186,
  ""target_1440"": 5.8186,
  ""confidence"": 0.95
}",5.802953111388888,5.8118990613888855,5.807096760123699,5.79781781077358,5.8186,0.0002448251232085488,5.8186,4.490257826992563e-05
2025-02-13 10:27:00,qwen2.5-7b,Qwen2.5-7B,8000,verbose_zeroshot,True,,0.95,"{
  ""target_240"": 5.8592,
  ""target_1440"": 5.8592,
  ""confidence"": 0.95
}",5.867360803055554,5.862604211388884,5.875362743863349,5.773092939758186,5.8592,6.659870651153588e-05,5.8592,1.1588655180206956e-05
2025-02-18 15:55:00,qwen2.5-7b,Qwen2.5-7B,8000,verbose_zeroshot,True,,0.95,"Q: Given features: cumulative_heat_input=502274325.6664, elapsed_injection_min=96235.0000, net_flow_rolling_6h=1.4881, TC_INT_delta=-0.0029, T_gradient_INT_TC=-4.6685, days_since_injection=66.8299, hour_sin=-0.8549, hour_cos=-0.5188, delta_T_above_T0_TN=5.8963, target_lag_15=5.8970, flow_lag_15=1.4882, target_lag_30=5.8971, flow_lag_30=1.4882, target_lag_60=5.8982, flow_lag_60=1.4882
Predict temperature delta and confidence.
A: {""target_240"": 5.8963, ""target_1440"": 5.8963, ""confidence"": 0.95}",5.900567703055554,5.912719503055556,5.427192513647153,5.560649194221607,5.8963,1.8213289370383202e-05,5.8963,0.00026960008059142215
2025-02-01 20:01:00,qwen2.5-7b-instruct,Qwen2.5-7B-Instruct,8001,verbose_zeroshot,True,,0.85,"```json
{
  ""target_240"": 5.65,
  ""target_1440"": 5.75,
  ""confidence"": 0.85
}
```",5.606483828055552,5.576771478055555,5.60649417637633,5.635816406866255,5.65,0.0018936572206987932,5.75,0.030008120815057042
2025-02-05 00:30:00,qwen2.5-7b-instruct,Qwen2.5-7B-Instruct,8001,verbose_zeroshot,True,,0.85,"```json
{
  ""target_240"": 5.61,
  ""target_1440"": 5.65,
  ""confidence"": 0.85
}
```",5.609507536388886,5.633237611388886,5.5895106324562605,5.557555299029666,5.61,2.425204082717605e-07,5.65,0.00028097767195003074
2025-02-10 05:58:00,qwen2.5-7b-instruct,Qwen2.5-7B-Instruct,8001,verbose_zeroshot,True,,0.95,"```json
{
  ""target_240"": 5.7887,
  ""target_1440"": 5.7887,
  ""confidence"": 0.95
}
```",5.802953111388888,5.8118990613888855,5.807096760123699,5.79781781077358,5.7887,0.00020315118426403507,5.7887,0.0005381964493252575
2025-02-13 10:27:00,qwen2.5-7b-instruct,Qwen2.5-7B-Instruct,8001,verbose_zeroshot,True,,0.95,"```json
{
  ""target_240"": 5.86,
  ""target_1440"": 5.86,
  ""confidence"": 0.95
}
```",5.867360803055554,5.862604211388884,5.875362743863349,5.773092939758186,5.86,5.4181421622651135e-05,5.86,6.78191695799315e-06
2025-02-18 15:55:00,qwen2.5-7b-instruct,Qwen2.5-7B-Instruct,8001,verbose_zeroshot,True,,0.85,"```json
{
  ""target_240"": 5.90,
  ""target_1440"": 6.00,
  ""confidence"": 0.85
}
```",5.900567703055554,5.912719503055556,5.427192513647153,5.560649194221607,5.9,3.2228675928482203e-07,6.0,0.007617885146869032
